Rok,Pois?ov?a,Po?etpoistencov,ZdrojevÄ,Poh?ad·vkyvÄ,Z·v‰zkycelkomvÄ,V˝sledokhospod·reniavÄ,Rok SUSR,Poistenci spolu,Zamestnanci,Samostatne z·robkovo ?innÈ osoby,Spolupracuj˙ce osoby,Nerezidenti,OstatnÌ platitelia poistnÈho,EvidovanÌ nezamestnanÌ poberaj˙ci podporu v nezamestnanosti,Poistenci za ktor˝ch poistnÈ hradÌ öt·t - spolu,Pzkphö - nezaopatrenÈ deti,Pzkphö - osoby poberaj˙ce dÙchodok,Pzkphö - osoby poberaj˙ce dÙchodok zo SP v SR,Pzkphö - osoby poberaj˙ce dÙchodok zo SP v ?R,Pzkphö - osoby zaradenÈ v evidencii uch·dza?ov o zamestnanie,Pzkphö - evidovanÌ nezamestnanÌ nepoberaj˙ci podporu v nezamestnanosti,Pzkphö - osoby staraj˙ce sa o die?ùa do 6r. (osobne celodenne),Pzkphö - osoby staraj˙ce sa o dieù?a do 5r. A invalidnÈ (osobne celodenne),Pzkphö - osoby staraj˙ce sa odie?ùa do 3r. a invalidnÈ (osobne celodenne),Pzkphö - osoby staraj˙ce sa o blÌzku invalidn˙ osobu (celodenne),Pzkphö - osoby bez dÙchodku z dÙvodu opatrovate?skej sluûby,Pzkphö - osoby poberaj˙ce pe?aûn˝ prÌspevok za opatrovanie,Pzkphö - osoby opatruj˙ce ob?ana so çZP,Pzkphö - osoby vykon·vaj˙ce osobn˙ asistenciu ob?anovi sço ZP,Pzkphö - osoby poberaj˙ce d·vku v hmotnej n˙dzi,Pzkphö - vojaci vykon·vaj˙ci sluûbu a osoby vykon·vaj˙ce civiln˙ sluûbu,Pzkphö - osoby vo v˝kone v‰zby alebo v˝kone trestu od?atia slobody,"Pzkphö - vekovo dÙchodcovia, bez n·roku na prÌjem dÙchodku","Pzkphö - invalidnÈ osoby, bez n·roku na invalidn˝ dÙchodok",Pzkphö - cudzinci a azylanti,Pzkphö - osoby v cirkevn˝ch a charitatÌvnych spolo?enstv·ch,Pzkphö - ostatnÌ,Poistenci bez platnej poistky,"Poistenci nad 60rokov, ktor˝m poistnÈ hradÌ öt·t",Rok Q,Poistenci spolu priemern˝ stav v ötvr?roku,Poistenci spolu stav ku koncu ötvr?roka,Zamestnanci priemern˝ stav v ötvr?roku,Zamestnanci stav ku koncu ötvr?roka,SZ?O priemern˝ stav v ötvr?roku,SZ?O stav ku koncu ötvr?roka,Spolupracuj˙ce osoby priemern˝ stav v ötvr?roku,Spolupracuj˙ce osoby stav ku koncu ötvr?roka,Nerezidenti,priemern˝ stav v ötvr?roku,stav ku koncu ötvr?roka,OstatnÌ platitelia poistnÈho,priemern˝ stav v ötvr?roku,stav ku koncu ötvr?roka,EvidovanÌ nezamestnanÌ poberaj˙ci podporu v nezamestnanosti priemern˝ stav v ötvr?roku,EvidovanÌ nezamestnanÌ poberaj˙ci podporu v nezamestnanosti stav ku koncu ötvr?roka,Poistenci za ktor˝ch poistnÈ hradÌ öt·t - spolu priemern˝ stav v ötvr?roku,Poistenci za ktor˝ch poistnÈ hradÌ öt·t - spolu stav ku koncu ötvr?roka,Pzkphö - nezaopatrenÈ deti priemern˝ stav v ötvr?roku,Pzkphö - nezaopatrenÈ deti stav ku koncu ötvr?roka,Pzkphö - osoby poberaj˙ce dÙchodok priemern˝ stav v ötvr?roku,Pzkphö - osoby poberaj˙ce dÙchodok stav ku koncu ötvr?roka,Pzkphö - osoby poberaj˙ce dÙchodok zo SP v SR priemern˝ stav v ötvr?roku,Pzkphö - osoby poberaj˙ce dÙchodok zo SP v SR stav ku koncu ötvr?roka,Pzkphö - osoby poberaj˙ce dÙchodok zo SP v ?R priemern˝ stav v ötvr?roku,Pzkphö - osoby poberaj˙ce dÙchodok zo SP v ?R stav ku koncu ötvr?roka,Pzkphö - osoby zaradenÈ v evidencii uch·dza?ov o zamestnanie priemern˝ stav v ötvr?roku,Pzkphö - osoby zaradenÈ v evidencii uch·dza?ov o zamestnanie stav ku koncu ötvr?roka,Pzkphö - evidovanÌ nezamestnanÌ nepoberaj˙ci podporu v nezamestnanosti priemern˝ stav v ötvr?roku,Pzkphö - evidovanÌ nezamestnanÌ nepoberaj˙ci podporu v nezamestnanosti stav ku koncu ötvr?roka,Pzkphö - osoby staraj˙ce sa o die?a do 6 r. (osobne celodenne) priemern˝ stav v ötvr?roku,Pzkphö - osoby staraj˙ce sa o die?a do 6 r. (osobne celodenne) stav ku koncu ötvr?roka,Pzkphö - osoby staraj˙ce sa o die?a do 5 r. a invalidnÈ (osobne celodenne) priemern˝ stav v ötvr?roku,Pzkphö - osoby staraj˙ce sa o die?a do 5 r. a invalidnÈ (osobne celodenne) stav ku koncu ötvr?roka,Pzkphö - osoby staraj˙ce sa o die?a do 3 r. a invalidnÈ (osobne celodenne) priemern˝ stav v ötvr?roku,Pzkphö - osoby staraj˙ce sa o die?a do 3 r. a invalidnÈ (osobne celodenne) stav ku koncu ötvr?roka,Pzkphö - osoby staraj˙ce sa o blÌzku invalidn˙ osobu (celodenne) priemern˝ stav v ötvr?roku,Pzkphö - osoby staraj˙ce sa o blÌzku invalidn˙ osobu (celodenne) stav ku koncu ötvr?roka,Pzkphö - osoby bez dÙchodku z dÙvodu opatrovate?skej sluûby priemern˝ stav v ötvr?roku,Pzkphö - osoby bez dÙchodku z dÙvodu opatrovate?skej sluûby stav ku koncu ötvr?roka,Pzkphö - osoby poberaj˙ce pe?aûn˝ prÌspevok za opatrovanie priemern˝ stav v ötvr?roku,Pzkphö - osoby poberaj˙ce pe?aûn˝ prÌspevok za opatrovanie stav ku koncu ötvr?roka,Pzkphö - osoby opatruj˙ce ob?ana s ?ZP priemern˝ stav v ötvr?roku,Pzkphö - osoby opatruj˙ce ob?ana s ?ZP stav ku koncu ötvr?roka,Pzkphö - priemern˝ stav v ötvr?roku,Pzkphö - priemern˝ stav v ötvr?roku stav ku koncu ötvr?roka,Pzkphö - osoby poberaj˙ce d·vku v hmotnej n˙dzi priemern˝ stav v ötvr?roku,Pzkphö - osoby poberaj˙ce d·vku v hmotnej n˙dzi stav ku koncu ötvr?roka,Pzkphö - vojaci vykon·vaj˙ci sluûbu a osoby vykon·vaj˙ce civiln˙ sluûbu priemern˝ stav v ötvr?roku,Pzkphö - vojaci vykon·vaj˙ci sluûbu a osoby vykon·vaj˙ce civiln˙ sluûbu stav ku koncu ötvr?roka,Pzkphö - priemern˝ stav v ötvr?roku,Pzkphö - osoby vo v˝kone v‰zby alebo v˝kone trestu od?atia slobody stav ku koncu ötvr?roka,"Pzkphö - vekovo dÙchodcovia, bez n·roku na prÌjem dÙchodku priemern˝ stav v ötvr?roku","Pzkphö - vekovo dÙchodcovia, bez n·roku na prÌjem dÙchodku stav ku koncu ötvr?roka","Pzkphö - invalidnÈ osoby, bez n·roku na invalidn˝ dÙchodok priemern˝ stav v ötvr?roku","Pzkphö - invalidnÈ osoby, bez n·roku na invalidn˝ dÙchodok stav ku koncu ötvr?roka",Pzkphö - cudzinci a azylanti priemern˝ stav v ötvr?roku,Pzkphö - cudzinci a azylanti stav ku koncu ötvr?roka,Pzkphö - osoby v cirkevn˝ch a charitatÌvnych spolo?enstv·ch priemern˝ stav v ötvr?roku,Pzkphö - osoby v cirkevn˝ch a charitatÌvnych spolo?enstv·ch stav ku koncu ötvr?roka,Pzkphö - ostatnÌ priemern˝ stav v ötvr?roku,Pzkphö - ostatnÌ stav ku koncu ötvr?roka,Poistenci bez platnej poistky priemern˝ stav v ötvr?roku,Poistenci bez platnej poistky stav ku koncu ötvr?roka,"Poistenci nad 60 rokov, ktor˝m poistnÈ hradÌ öt·t priemern˝ stav v ötvr?roku","Poistenci nad 60 rokov, ktor˝m poistnÈ hradÌ öt·t stav ku koncu ötvr?roka"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006Q3,5314991,5315040,1793725,1799915,373912,375643,.,.,,0,0,,135342,138160,.,.,3006257,2995076,1378168,1374239,973316,980520,.,.,.,.,339410,347479,.,.,120424,120942,.,.,.,.,.,.,.,.,2977,3314,5463,5455,71,71,19600,21841,322,390,7744,9701,3469,3580,129,148,147,163,1005,998,154015,126235,5755,6246,838426,839117
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006Q4,5309475,5310980,1788192,1788592,384147,384023,.,.,,0,0,,141576,141595,.,.,2990107,2991797,1366433,1369484,983734,981383,.,.,.,.,333531,334960,.,.,117820,117062,.,.,.,.,.,.,.,.,3719,3813,5571,5565,71,68,21727,21661,343,336,9454,9285,3539,3545,171,177,177,181,1007,1006,142811,143271,5453,4973,863791,863512
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007Q1,5307823,5312636,1757807,1764437,374633,376479,.,.,,0,0,,141701,141041,.,.,3012556,3008704,1334117,1335789,981211,980306,.,.,.,.,305652,301250,.,.,99811,99354,.,.,.,.,.,.,.,.,3670,3745,7914,7904,212,217,52406,52393,304,295,8132,8168,3603,3586,402,410,217,214,913,992,213992,214081,21125,21975,857054,858228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007Q2,5302635,5308784,1770752,1776151,377985,379990,.,.,,0,0,,135955,130811,.,.,2998788,3001874,1343715,1342578,1014892,1033594,.,.,.,.,284027,284929,.,.,95633,95159,.,.,.,.,.,.,.,.,4458,4541,7117,7066,272,271,47054,47804,252,246,8313,8318,3567,3592,638,757,243,246,997,995,187610,171778,19155,19958,867942,869934
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007Q3,5291480,5302091,1761982,1771955,383843,383630,.,.,,248,247,,133617,135804,.,.,2983581,2979446,1341923,1339660,1036583,1035965,.,.,.,.,282266,283894,.,.,92387,91038,.,.,.,.,.,.,.,.,4820,4899,6987,6982,278,281,45268,46634,223,212,8836,8658,3596,3607,790,794,259,259,1007,997,158357,155566,28209,31009,868608,869138
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007Q4,5291392,5296631,1772767,1771981,386318,386967,.,.,,247,249,,135510,135604,.,.,2969112,2974311,1336066,1341861,1032833,1031629,.,.,.,.,277709,280620,.,.,87205,87336,.,.,.,.,.,.,.,.,7004,7051,5234,5222,284,285,44326,45836,72,74,8636,8315,3506,3544,915,917,236,238,1018,1029,164069,160354,27438,27519,871169,872081
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008Q1,5289048,5295638,1775325,1779355,381036,383780,.,.,,257,263,,135048,133285,.,.,2976324,2975455,1313240,1319677,1035193,1034411,.,.,.,.,280595,277161,.,.,83595,83475,.,.,.,.,.,.,.,.,6992,6987,5453,5450,259,262,34576,35552,22,22,8404,8255,3541,3557,1449,1445,227,231,1017,1017,201763,197953,21056,23500,880358,881883
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008Q2,5281394,5288836,1779381,1785945,386665,388884,.,.,,272,273,,126123,123814,.,.,2964573,2962537,1317326,1316274,1035218,1034035,.,.,.,.,270460,272897,.,.,82168,82571,.,.,.,.,.,.,.,.,7204,7213,5428,5381,261,262,33792,35029,23,22,8936,8398,3541,3569,1609,1568,225,226,1019,1023,197363,123851,24380,27383,879773,879478
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008Q3,5271288,5283388,1780565,1787406,388000,391165,.,.,,304,320,,122753,122032,.,.,2952179,2951571,1305244,1304623,1037409,1036803,.,.,.,.,270839,274463,.,.,80555,79470,.,.,.,.,.,.,.,.,7380,7423,5440,5414,257,258,32917,34228,20,20,8585,8190,3561,3579,1692,1691,225,231,1037,1023,197018,123872,27486,30894,883514,882468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008Q4,5276498,5285215,1782307,1775026,399220,398766,.,.,,324,322,,121562,121713,.,.,2944761,2957147,1301999,1308452,1039293,1039862,.,.,.,.,279412,287832,.,.,77439,77774,.,.,.,.,.,.,.,.,7692,7716,5393,5388,257,259,32652,34088,17,17,8402,7929,3566,3579,2086,2097,244,254,1046,1049,185263,180851,28325,32241,828674,884599
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009Q1,5270765,5279718,1733790,1713875,395224,395952,.,.,,338,353,,115893,112743,.,.,2987982,3014939,1328472,1339051,1052524,1054176,.,.,.,.,316331,332674,.,.,75838,74758,.,.,.,.,.,.,.,.,8043,8060,5689,5677,265,271,35691,37136,12,12,8602,8405,3698,3742,2066,2084,264,270,1034,1033,149455,147590,37537,41856,906891,910996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009Q2,5262053,5270844,1684044,1679871,394589,395033,.,.,,362,361,,111021,111001,.,.,3035758,3045738,1340372,1341819,1066018,1066247,.,.,.,.,360237,376352,.,.,73521,73895,.,.,.,.,.,.,.,.,8395,8446,5704,5699,283,292,35486,36852,8,8,8853,8869,3695,3724,2537,2591,245,246,1035,1046,129368,119652,36279,38840,914483,916202
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009Q3,5260191,5271659,1666134,1671968,397054,399453,.,.,,376,387,,111365,109859,.,.,3048565,3049409,1327418,1323867,1073969,1070965,.,.,.,.,383138,389591,.,.,72142,71219,.,.,.,.,.,.,.,.,8870,8871,5804,5781,303,303,35467,36747,8,8,8876,8875,3722,3744,2664,2667,240,238,1055,1049,124890,125484,36697,40583,921769,921735
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009Q4,5261654,5271277,1628018,1625633,398446,397421,.,.,,397,404,,107606,106581,.,.,3096606,3107877,1325102,1329694,1071554,1070636,.,.,.,.,404444,415142,.,.,78003,78254,.,.,.,.,.,.,.,.,8779,8854,6574,6553,336,340,38979,40300,0,.,8910,9102,3900,3928,3430,3443,920,932,1065,1069,144611,139630,30581,33361,902820,904538
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010Q1,5258161,5267533,1572649,1577928,413144,414258,.,.,,0,0,,114954,111323,.,.,3113952,3117931,1321725,1328022,1065239,1064304,.,.,.,.,421911,422751,.,.,79759,79613,.,.,.,.,.,.,.,.,9477,9535,5217,5181,280,283,37380,38545,.,.,9492,9987,3860,3877,3315,3314,945,956,1087,1083,154265,150480,43462,46093,916671,918685
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010Q2,5256618,5268388,1578922,1591150,417212,418488,.,.,,0,0,,109220,108865,.,.,3108251,3102943,1323161,1319414,1069527,1069212,.,.,.,.,412906,414460,.,.,78620,78709,.,.,.,.,.,.,.,.,10169,10169,5102,5063,302,304,37152,38459,.,.,10075,10227,3883,3921,3557,3550,957,949,1078,1091,151762,147415,43013,46942,920500,922913
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010Q3,5252852,5265967,1589140,1604508,419382,420375,.,.,,0,1,,109400,107329,.,.,3088452,3082967,1309032,1305361,1073957,1071320,.,.,.,.,413672,416140,.,.,77672,76628,.,.,.,.,.,.,.,.,10622,10544,4937,4893,314,315,37262,38504,.,.,8841,8442,3902,3919,3501,3502,950,1001,1107,1112,142683,141286,46478,50787,927447,927888
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010Q4,5252555,5260654,1594785,1588159,420095,418974,.,.,,0,0,,109782,108327,.,.,3093390,3107103,1302272,1309400,1079572,1078076,.,.,.,.,415550,423866,.,.,75133,75495,.,.,.,.,.,.,.,.,11072,11038,4745,4715,320,323,36444,37715,.,.,7783,8055,3762,3785,3284,3305,1003,1009,1119,1121,151331,149200,34503,38091,931506,932951
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011Q1,5242656,5255130,1439723,1453135,372586,372116,.,.,,0,0,,110442,103093,.,,3295373,3298238,1332786,1339008,1230042,1227781,.,.,.,.,430180,432756,.,.,73823,73752,.,.,.,.,.,.,.,.,12427,12383,4699,4670,352,364,41303,42611,.,.,11324,11874,3990,4013,3907,3920,1060,1067,1417,1421,148063,142618,24532,28548,1004081,1006333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011Q2,5235861,5244388,1451797,1467951,362708,358356,.,.,,0,0,,99937,97133,.,,3293073,3288667,1331469,1328707,1238251,1236851,.,.,.,.,432626,434151,.,.,73670,73586,.,.,.,.,.,.,.,.,13030,13093,4608,4579,369,376,40002,40735,,.,11530,11848,3976,3987,3837,3830,1070,1067,1432,1439,137203,134418,28346,32281,1012996,1014051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011Q3,5230355,5242968,1459217,1456230,357418,356578,.,.,,0,0,,96291,93986,.,.,3286308,3300869,1321506,1320549,1257580,1275974,.,.,.,.,430616,436452,.,.,72635,71583,.,.,.,.,.,.,.,.,13416,13512,4141,4104,372,385,38544,40046,.,.,11468,11847,3267,2118,3115,2244,1071,1139,1431,1433,127146,119483,31121,35305,1026129,1030624
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011Q4,5229215,5237830,1448661,1440926,353716,350184,.,.,,0,0,,94251,91822,.,.,3307228,3325296,1316297,1323799,1278856,1278985,.,.,.,.,441186,452024,.,.,71645,71860,.,.,.,.,.,.,.,.,14096,14116,4058,4027,386,388,38544,40119,.,.,11495,11656,2159,2251,2251,2272,1163,1168,1446,1447,123646,121184,25359,29602,1033690,1036224
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012Q1,5222952,5233017,1432865,1435419,344659,343657,.,",",,0,0,,89578,86146,.,",",3332476,3340094,1318052,1325886,1275253,1275968,.,.,.,.,456670,456563,.,.,70587,70941,.,.,.,.,.,.,.,.,14634,14613,4128,4066,409,418,41494,42891,.,.,11161,11750,2042,2104,2415,2429,1179,1190,1445,1448,133007,129827,23374,27701,1036713,1040427
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012Q2,5215760,5225168,1426117,1427438,343721,344160,.,.,,0,0,,89771,86449,.,.,3330756,3335406,1319190,1316490,1260962,1260517,.,.,.,.,402777,412416,.,.,84237,84457,.,.,.,.,.,.,.,.,24799,24731,798,817,2157,1999,93505,94311,.,.,11481,11857,1983,2042,2237,2255,1247,1241,1441,1448,123942,120825,25395,31715,1031630,1034311
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012Q3,5205992,5222320,1422940,1427635,342316,341123,.,.,,0,0,,87210,85180,.,.,3326316,3336849,1300831,1300766,1269056,1273071,.,.,.,.,422794,433285,.,.,82222,81302,.,.,.,.,.,.,.,.,24904,24796,823,834,1965,1921,89978,90683,.,.,11459,11784,2061,2140,2308,2369,1256,1350,1448,1458,115211,111090,27210,31533,1037958,1041541
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012Q4,5209786,5220972,1406710,1402806,333544,328472,.,.,,0,0,,84847,83275,.,.,3357967,3375005,1281398,1305391,1270369,1270345,.,.,.,.,443962,464444,.,.,82952,80213,.,.,.,.,.,.,.,.,26085,25685,636,654,2173,1893,107699,89189,.,.,11384,11612,2144,2229,2364,2336,1358,1367,1469,1469,123974,118178,26718,31414,1043490,1046837
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013Q1,5198640,5212312,1624091,1649086,332139,333326,.,.,,0,0,,76627,72139,.,,3132661,3121589,1231864,1237217,1135381,1135078,.,.,.,.,409864,409602,.,.,51078,51050,.,.,.,.,.,.,.,.,25592,25513,433,433,1628,1666,112952,115553,.,.,6333,6435,2109,2145,1589,1577,1255,1253,1182,1178,151419,132889,33122,36172,987443,987887
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013Q2,5194312,5207711,1633949,1643527,339988,343930,.,.,,0,0,,71863,71509,.,.,3116776,3113264,1191178,1186265,1140960,1143108,.,.,.,.,389542,397931,.,.,54579,55082,.,.,.,.,.,.,.,.,28081,27989,285,292,2169,2180,177978,179916,.,.,7678,7977,2111,2121,1557,1525,1245,1230,1185,1180,118228,106468,31736,35481,989881,991088
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013Q3,5181703,5199644,1641105,1650427,336838,337637,.,.,,0,0,,79859,77821,.,.,3099713,3104323,1158012,1175767,1148661,1149021,.,.,.,.,370340,385228,.,.,55545,55554,.,.,.,.,.,.,.,.,29401,29364,239,259,2118,1704,205816,178920,.,.,7764,8064,2032,2083,1542,1528,1235,1308,1193,1171,115815,114352,24188,29436,997824,998667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013Q4,5182221,5197524,1648098,1652143,331429,325938,.,.,,0,0,,77908,76706,.,.,3096041,3107722,1164021,1179771,1151501,1152599,.,.,.,.,367506,382048,",",.,54941,55312,.,.,.,.,.,.,.,.,30403,30342,253,253,1838,1692,193796,180844,.,.,7596,8050,2018,2126,1562,1571,1320,1328,1158,1150,118128,110636,28745,35015,1001870,1003388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014Q1,5172805,5193351,1632203,1666487,319410,322969,.,.,,0,0,,79729,74966,.,.,3120186,3103366,1173355,1181539,1160940,1153535,.,.,.,.,370809,372971,.,.,56196,56121,.,.,.,.,.,.,.,.,31437,31166,253,252,1664,1521,192353,177443,.,.,7755,8271,2012,2096,1536,1512,1353,1372,1163,1159,119360,114408,21277,25563,1013353,1007767
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014Q2,5168943,5189549,1662673,1682447,323319,326934,.,.,,0,0,,77419,74318,.,.,3084756,3079387,1170619,1174627,1163921,1163600,.,.,.,.,352070,364137,.,.,56220,56501,.,.,.,.,.,.,.,.,33989,33801,237,235,2116,1950,194226,178938,.,.,7829,8158,2141,2199,1567,1537,1368,1371,1156,1157,97297,91176,20776,26463,1013218,1016746
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014Q3,5160212,5182275,1671845,1684586,325511,328418,.,.,,0,0,,75287,72723,.,.,3060784,3063375,1157948,1171201,1170237,1169605,.,.,.,.,348583,356854,.,.,56605,55806,.,.,.,.,.,.,.,.,40097,39165,255,254,2035,1697,202193,186057,.,.,7780,8109,2154,2175,1614,1595,1381,1427,1177,1166,68725,68264,26785,33173,1022383,1021367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014Q4,5161709,5182121,1677532,1685098,323335,322398,.,.,,0,0,,76253,73938,.,.,3056965,3065626,1165105,1184316,1168903,1170939,.,.,.,.,342375,357874,.,.,55806,56214,.,.,.,.,.,.,.,.,40709,39444,237,253,1744,1044,190425,172573,.,.,7893,8515,3188,3259,1655,1636,1462,1522,1188,1185,76275,66852,27624,35061,1024495,1025813
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015Q1,5152556,5171850,1652143,1675884,315398,319531,.,.,,0,0,,81947,76344,.,.,3083884,3076544,1163992,1177551,1168770,1168098,.,.,.,.,340833,341304,.,.,56693,56724,.,.,.,.,.,.,.,.,40560,39602,237,238,2245,2000,197405,185455,.,.,7760,8161,3402,3429,1694,1661,1641,1632,1189,1184,97463,89505,19184,23547,1030119,1029146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015Q2,5151872,5170136,1690424,1709375,320940,324963,.,.,,0,0,,75223,71755,.,.,3042648,3036820,1159066,1164345,1169547,1171202,.,.,.,.,316341,327254,.,.,56913,57094,.,.,.,.,.,.,.,.,40241,39418,222,221,2817,2552,197302,184018,.,.,7652,8164,3636,3715,1697,1646,1570,1562,1190,1208,84454,74421,22637,27223,1030258,1031445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015Q3,5138399,5161008,1705250,1717144,325087,328384,.,.,,0,0,,76241,72683,.,.,3008375,3014389,1139952,1152751,1171328,1170592,.,.,.,.,312484,321373,.,.,57089,56222,.,.,.,.,.,.,.,.,39693,38716,213,213,2747,2536,187239,175642,.,.,7450,7868,3551,3601,1717,1680,1748,1812,1225,1230,81939,80153,23446,28408,1031830,1031047
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015Q4,5141869,5162040,1704170,1712439,324236,323895,.,.,,0,0,,74113,71922,.,.,3011863,3020066,1201313,1218183,1184560,1184147,.,.,.,.,329243,338094,.,.,59401,59577,.,.,.,.,.,.,.,.,32149,31455,1983,1974,1370,1179,93221,84489,.,.,7026,7720,3663,3709,1764,1724,1753,1685,1237,1219,93180,84911,27487,33718,1044279,1043908
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q1,5137452,5156603,1698778,1724123,311796,316929,.,.,,0,0,,78690,73327,.,.,3028743,3017966,1205066,1218391,1185478,1182392,.,.,.,.,323790,324435,.,.,58768,58579,.,.,.,.,.,.,.,.,31875,31013,1912,1890,1433,1231,89764,80414,.,.,7122,7586,6826,8565,1900,1925,1748,1806,1209,1201,111852,98538,19445,24258,1051606,1048307
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016Q2,5123571,5147939,1708984,1739028,319048,323292,.,.,,0,0,,78675,74881,.,.,2998959,2986745,1205515,1208990,1178412,1176893,.,.,.,.,299604,304746,.,.,59419,59397,.,.,.,.,.,.,.,.,31669,30922,1810,1799,1506,1326,86345,78786,.,.,7186,7555,15540,15509,2530,2499,1837,1868,1193,1176,106393,95279,17905,23993,1052291,1050077
